,origin,destination,departure_date,flight_route_number,customer,CustomerNumber,Gender,Age,ZipCode,TotalFlights,first_name,last_name
15044,HOU,MDW,5/19/2016,554,2758,2758,0,44.71974453,68718,11,DENISHA,GAFFNEY
15045,OMA,MDW,5/21/2016,443,2758,2758,0,44.71974453,68718,11,DENISHA,GAFFNEY
15046,DEN,PHX,5/16/2016,162,2758,2758,0,44.71974453,68718,11,DENISHA,GAFFNEY
15047,MCO,BWI,5/7/2016,229,2758,2758,0,44.71974453,68718,11,DENISHA,GAFFNEY
15048,SJC,SAN,5/12/2016,94,2760,2760,0,49.97258382,63163,8,DAWNE,BANDA
15049,SLC,LAS,5/23/2016,408,2760,2760,0,49.97258382,63163,8,DAWNE,BANDA
15050,MDW,MSY,5/3/2016,182,2760,2760,0,49.97258382,63163,8,DAWNE,BANDA
15051,SJC,PDX,5/6/2016,176,2760,2760,0,49.97258382,63163,8,DAWNE,BANDA
15052,RDU,ATL,5/19/2016,396,2760,2760,0,49.97258382,63163,8,DAWNE,BANDA
15053,PHX,RNO,5/23/2016,611,2760,2760,0,49.97258382,63163,8,DAWNE,BANDA
15054,LAS,RNO,5/17/2016,444,2760,2760,0,49.97258382,63163,8,DAWNE,BANDA
15055,LAX,BWI,5/23/2016,271,2760,2760,0,49.97258382,63163,8,DAWNE,BANDA
15056,CUN,AUS,5/22/2016,320,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15057,DAL,FLL,5/16/2016,606,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15058,LAS,LAX,5/12/2016,325,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15059,CMH,ATL,5/16/2016,84,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15060,BNA,TPA,5/13/2016,492,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15061,BWI,BOS,5/11/2016,351,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15062,MCI,ATL,5/4/2016,449,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15063,ONT,OAK,5/24/2016,258,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15064,MDW,SJC,5/25/2016,560,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15065,RDU,STL,5/26/2016,97,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15066,MDW,OMA,5/25/2016,201,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15067,MHT,BWI,5/5/2016,424,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15068,PIT,MDW,5/8/2016,375,2761,2761,0,43.46372939,19366,13,CLARINE,ARCHULETA
15069,SLC,PHX,5/17/2016,284,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15070,DEN,MCO,5/21/2016,271,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15071,PIT,MCO,5/3/2016,20,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15072,ATL,BWI,5/8/2016,61,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15073,CHS,BWI,5/27/2016,105,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15074,SJC,BUR,5/1/2016,218,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15075,PHX,DTW,5/9/2016,387,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15076,SNA,DAL,5/20/2016,524,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15077,HRL,AUS,5/25/2016,85,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15078,OKC,HOU,5/8/2016,233,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15079,LAX,SJC,5/3/2016,28,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15080,MCI,LGA,5/3/2016,166,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15081,BOS,ATL,5/7/2016,97,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15082,LAS,RNO,5/10/2016,524,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15083,DEN,MKE,5/26/2016,538,2763,2763,0,43.68667242,69162,15,BRONWYN,SLONE
15084,DAY,MDW,5/5/2016,427,2765,2765,1,48.39580778,29925,9,SHAUN,PFEIFFER
15085,MCO,DEN,5/23/2016,576,2765,2765,1,48.39580778,29925,9,SHAUN,PFEIFFER
15086,BWI,CHS,5/19/2016,346,2765,2765,1,48.39580778,29925,9,SHAUN,PFEIFFER
15087,PDX,LAS,5/1/2016,202,2765,2765,1,48.39580778,29925,9,SHAUN,PFEIFFER
15088,STL,LGA,5/28/2016,165,2765,2765,1,48.39580778,29925,9,SHAUN,PFEIFFER
15089,ATL,PIT,5/10/2016,475,2765,2765,1,48.39580778,29925,9,SHAUN,PFEIFFER
15090,LAX,ABQ,5/28/2016,488,2765,2765,1,48.39580778,29925,9,SHAUN,PFEIFFER
15091,BDL,MDW,5/4/2016,635,2765,2765,1,48.39580778,29925,9,SHAUN,PFEIFFER
15092,OKC,HOU,5/24/2016,106,2765,2765,1,48.39580778,29925,9,SHAUN,PFEIFFER
15093,SNA,PHX,5/29/2016,193,2767,2767,1,40.75189151,77407,12,MATT,MENA
15094,CMH,MDW,5/1/2016,134,2767,2767,1,40.75189151,77407,12,MATT,MENA
15095,MDW,FNT,5/22/2016,119,2767,2767,1,40.75189151,77407,12,MATT,MENA
15096,DAL,MAF,5/11/2016,8,2767,2767,1,40.75189151,77407,12,MATT,MENA
15097,MCO,PIT,5/24/2016,368,2767,2767,1,40.75189151,77407,12,MATT,MENA
15098,PHX,LAX,5/20/2016,244,2767,2767,1,40.75189151,77407,12,MATT,MENA
15099,MDW,ATL,5/14/2016,229,2767,2767,1,40.75189151,77407,12,MATT,MENA
15100,DEN,PDX,5/27/2016,564,2767,2767,1,40.75189151,77407,12,MATT,MENA
15101,BNA,FLL,5/29/2016,113,2767,2767,1,40.75189151,77407,12,MATT,MENA
15102,MDW,ALB,5/18/2016,559,2767,2767,1,40.75189151,77407,12,MATT,MENA
15103,MCO,PVD,5/20/2016,227,2767,2767,1,40.75189151,77407,12,MATT,MENA
15104,PDX,SMF,5/9/2016,280,2767,2767,1,40.75189151,77407,12,MATT,MENA
15105,TPA,DEN,5/30/2016,78,2768,2768,1,44.34441923,20918,1,LYNN,MCADAMS
15106,BUR,SJC,5/6/2016,262,2769,2769,1,43.54704216,20121,2,ALFONSO,HENNING
15107,DCA,ATL,5/13/2016,305,2769,2769,1,43.54704216,20121,2,ALFONSO,HENNING
15108,BNA,DEN,5/5/2016,587,2773,2773,1,29.26780723,95035,5,ERNESTO,BURLESON
15109,BUR,SFO,5/23/2016,417,2773,2773,1,29.26780723,95035,5,ERNESTO,BURLESON
15110,ECP,BNA,5/27/2016,427,2773,2773,1,29.26780723,95035,5,ERNESTO,BURLESON
15111,EWR,MDW,5/19/2016,416,2773,2773,1,29.26780723,95035,5,ERNESTO,BURLESON
15112,LAS,BUF,5/26/2016,570,2773,2773,1,29.26780723,95035,5,ERNESTO,BURLESON
15113,BWI,CUN,5/15/2016,122,2774,2774,0,35.7278985,71149,9,NERISSA,BOX
15114,LAS,LAX,5/22/2016,355,2774,2774,0,35.7278985,71149,9,NERISSA,BOX
15115,BWI,BDL,5/28/2016,634,2774,2774,0,35.7278985,71149,9,NERISSA,BOX
15116,BWI,BUF,5/5/2016,632,2774,2774,0,35.7278985,71149,9,NERISSA,BOX
15117,LAS,CLE,5/25/2016,539,2774,2774,0,35.7278985,71149,9,NERISSA,BOX
15118,OAK,LAS,5/4/2016,68,2774,2774,0,35.7278985,71149,9,NERISSA,BOX
15119,HOU,DAL,5/25/2016,7,2774,2774,0,35.7278985,71149,9,NERISSA,BOX
15120,SNA,SFO,5/1/2016,480,2774,2774,0,35.7278985,71149,9,NERISSA,BOX
15121,ATL,LAS,5/1/2016,218,2774,2774,0,35.7278985,71149,9,NERISSA,BOX
15122,BWI,GRR,5/26/2016,105,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15123,SEA,LAS,5/1/2016,99,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15124,SMF,SAN,5/16/2016,152,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15125,SNA,SEA,5/11/2016,292,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15126,HOU,ABQ,5/17/2016,45,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15127,MDW,DCA,5/24/2016,227,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15128,BNA,MCI,5/16/2016,55,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15129,PDX,SMF,5/30/2016,330,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15130,DAL,AUS,5/1/2016,6,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15131,BWI,MSY,5/26/2016,165,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15132,DAL,LGA,5/23/2016,320,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15133,DAL,DEN,5/24/2016,595,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15134,DEN,LAX,5/3/2016,152,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15135,DEN,AUS,5/18/2016,446,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15136,PVD,MCO,5/17/2016,470,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15137,BWI,BDL,5/27/2016,618,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15138,STL,PHX,5/10/2016,241,2775,2775,1,45.02978794,24607,17,NEAL,VEST
15139,MCO,CMH,5/23/2016,20,2777,2777,0,36.06803203,68824,3,MELLIE,MCCARTER
15140,CUN,MDW,5/12/2016,356,2777,2777,0,36.06803203,68824,3,MELLIE,MCCARTER
15141,FLL,PIT,5/31/2016,401,2777,2777,0,36.06803203,68824,3,MELLIE,MCCARTER
15142,SAN,AUS,5/16/2016,638,2779,2779,0,44.03093437,4282,2,MAPLE,LUMPKIN
15143,DEN,BOI,5/25/2016,50,2779,2779,0,44.03093437,4282,2,MAPLE,LUMPKIN
15144,PIT,PHX,5/2/2016,458,2780,2780,1,50.92889557,32541,2,BLAKE,LARUE
15145,DAL,SAT,5/1/2016,10,2780,2780,1,50.92889557,32541,2,BLAKE,LARUE
15146,STL,RDU,5/16/2016,84,2783,2783,0,46.13901093,83539,1,LEONILA,VANHORN
15147,PHX,SAN,5/4/2016,258,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15148,BNA,SAT,5/2/2016,96,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15149,DEN,ATL,5/4/2016,519,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15150,MBJ,MDW,5/25/2016,226,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15151,SAT,LAS,5/25/2016,327,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15152,PHX,EWR,5/15/2016,149,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15153,HOU,DAL,5/30/2016,319,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15154,PHX,OAK,5/9/2016,469,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15155,LAX,SFO,5/19/2016,18,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15156,OAK,DEN,5/27/2016,511,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15157,MCI,STL,5/10/2016,84,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15158,LAS,DAL,5/15/2016,73,2786,2786,0,45.47222831,9172,12,LAVONIA,SWAFFORD
15159,SAN,LAS,5/13/2016,449,2789,2789,1,47.54381256,23415,7,IRA,OCAMPO
15160,SAT,MDW,5/29/2016,391,2789,2789,1,47.54381256,23415,7,IRA,OCAMPO
15161,SAN,OAK,5/19/2016,18,2789,2789,1,47.54381256,23415,7,IRA,OCAMPO
15162,ONT,OAK,5/31/2016,625,2789,2789,1,47.54381256,23415,7,IRA,OCAMPO
15163,MDW,OMA,5/28/2016,271,2789,2789,1,47.54381256,23415,7,IRA,OCAMPO
15164,BOI,LAS,5/12/2016,74,2789,2789,1,47.54381256,23415,7,IRA,OCAMPO
15165,PHX,MKE,5/18/2016,547,2789,2789,1,47.54381256,23415,7,IRA,OCAMPO
15166,ONT,OAK,5/5/2016,382,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15167,AUS,BWI,5/9/2016,463,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15168,ATL,FLL,5/13/2016,514,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15169,OKC,MDW,5/16/2016,239,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15170,OAK,PHX,5/20/2016,100,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15171,PVD,MDW,5/18/2016,160,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15172,ABQ,OAK,5/20/2016,391,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15173,DEN,DAL,5/22/2016,390,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15174,LAS,SAN,5/27/2016,150,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15175,BUR,SFO,5/19/2016,112,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15176,SAN,BWI,5/24/2016,636,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15177,AUS,LAS,5/2/2016,43,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15178,SAT,TPA,5/30/2016,499,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15179,MDW,LGA,5/13/2016,377,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15180,MDW,BOS,5/22/2016,628,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15181,HRL,AUS,5/6/2016,85,2790,2790,0,43.86855898,72959,16,KATHE,HERRMANN
15182,MDW,MSP,5/3/2016,615,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15183,HOU,FLL,5/23/2016,544,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15184,MKE,FLL,5/22/2016,581,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15185,SAN,DEN,5/19/2016,388,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15186,SAT,BWI,5/20/2016,272,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15187,CMH,BNA,5/10/2016,20,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15188,BWI,SAT,5/15/2016,132,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15189,MCO,MDW,5/2/2016,600,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15190,BWI,FLL,5/10/2016,134,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15191,HOU,MSY,5/20/2016,173,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15192,SAN,OAK,5/7/2016,515,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15193,LGA,STL,5/26/2016,414,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15194,LAS,BHM,5/18/2016,237,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15195,CUN,AUS,5/5/2016,322,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15196,FLL,TPA,5/6/2016,425,2791,2791,1,47.67128081,81335,15,CESAR,HANNON
15197,MDW,LAS,5/28/2016,410,2792,2792,0,40.00770995,91114,4,JULIAN,ARSENAULT
15198,LAS,BOI,5/10/2016,24,2792,2792,0,40.00770995,91114,4,JULIAN,ARSENAULT
15199,OAK,SEA,5/8/2016,100,2792,2792,0,40.00770995,91114,4,JULIAN,ARSENAULT
15200,PHX,SLC,5/21/2016,271,2792,2792,0,40.00770995,91114,4,JULIAN,ARSENAULT
15201,HOU,MCO,5/24/2016,525,2793,2793,0,37.22788549,7874,2,JIMMY,ROUSH
15202,ONT,SJC,5/6/2016,254,2793,2793,0,37.22788549,7874,2,JIMMY,ROUSH
15203,MSY,OAK,5/5/2016,483,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15204,PVD,MDW,5/9/2016,302,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15205,BUR,SJC,5/26/2016,261,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15206,SNA,SJC,5/24/2016,137,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15207,HOU,OKC,5/25/2016,48,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15208,MCI,MDW,5/23/2016,266,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15209,BNA,LGA,5/29/2016,156,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15210,LAS,LAX,5/10/2016,197,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15211,DAL,STL,5/25/2016,66,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15212,DEN,MKE,5/25/2016,441,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15213,BDL,BWI,5/26/2016,327,2794,2794,1,35.36826177,53826,11,RUDOLPH,MCALISTER
15214,BWI,STL,5/5/2016,125,2795,2795,1,40.64883766,62293,8,DAMON,HIATT
15215,ONT,OAK,5/16/2016,73,2795,2795,1,40.64883766,62293,8,DAMON,HIATT
15216,SEA,SMF,5/22/2016,202,2795,2795,1,40.64883766,62293,8,DAMON,HIATT
15217,SAN,SEA,5/24/2016,179,2795,2795,1,40.64883766,62293,8,DAMON,HIATT
15218,LAS,SEA,5/5/2016,139,2795,2795,1,40.64883766,62293,8,DAMON,HIATT
15219,MCI,MDW,5/4/2016,365,2795,2795,1,40.64883766,62293,8,DAMON,HIATT
15220,RDU,ATL,5/13/2016,475,2795,2795,1,40.64883766,62293,8,DAMON,HIATT
15221,MCO,ATL,5/5/2016,210,2795,2795,1,40.64883766,62293,8,DAMON,HIATT
15222,CMH,DAL,5/30/2016,626,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15223,TPA,BWI,5/23/2016,306,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15224,IAD,ATL,5/15/2016,392,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15225,BUR,OAK,5/19/2016,310,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15226,CMH,MCO,5/26/2016,352,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15227,MDW,PIT,5/19/2016,625,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15228,DEN,FLL,5/27/2016,222,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15229,SAN,TUS,5/24/2016,343,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15230,SAN,BNA,5/1/2016,542,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15231,LAX,MDW,5/27/2016,551,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15232,MDW,HOU,5/6/2016,573,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15233,DEN,PVR,5/11/2016,114,2796,2796,1,46.91312936,2061,12,KELVIN,GUNDERSON
15234,HOU,MSY,5/3/2016,69,2797,2797,0,48.08089768,5678,1,HILDEGARDE,FORSYTHE
15235,ISP,MCO,5/15/2016,467,2798,2798,1,39.91567289,5678,7,PRESTON,DUGGAN
15236,BHM,HOU,5/14/2016,332,2798,2798,1,39.91567289,5678,7,PRESTON,DUGGAN
15237,LAX,ABQ,5/20/2016,370,2798,2798,1,39.91567289,5678,7,PRESTON,DUGGAN
15238,DEN,BWI,5/3/2016,136,2798,2798,1,39.91567289,5678,7,PRESTON,DUGGAN
15239,IND,PHX,5/29/2016,546,2798,2798,1,39.91567289,5678,7,PRESTON,DUGGAN
15240,STL,MKE,5/5/2016,156,2798,2798,1,39.91567289,5678,7,PRESTON,DUGGAN
15241,SJC,PDX,5/3/2016,391,2798,2798,1,39.91567289,5678,7,PRESTON,DUGGAN
15242,SJC,PHX,5/1/2016,253,2800,2800,0,46.99926275,84047,8,EVELIN,CINTRON
15243,ATL,HOU,5/18/2016,28,2800,2800,0,46.99926275,84047,8,EVELIN,CINTRON
15244,BWI,JAX,5/25/2016,221,2800,2800,0,46.99926275,84047,8,EVELIN,CINTRON
15245,DEN,LGA,5/3/2016,187,2800,2800,0,46.99926275,84047,8,EVELIN,CINTRON
15246,LAS,SDF,5/5/2016,259,2800,2800,0,46.99926275,84047,8,EVELIN,CINTRON
15247,AUS,MSY,5/13/2016,349,2800,2800,0,46.99926275,84047,8,EVELIN,CINTRON
15248,OKC,DAL,5/5/2016,1,2800,2800,0,46.99926275,84047,8,EVELIN,CINTRON
15249,TPA,ROC,5/10/2016,324,2800,2800,0,46.99926275,84047,8,EVELIN,CINTRON
15250,MCI,PHX,5/18/2016,359,2803,2803,1,39.37543525,22850,10,PETE,URIBE
15251,MDW,MCI,5/26/2016,615,2803,2803,1,39.37543525,22850,10,PETE,URIBE
15252,LAX,SMF,5/12/2016,245,2803,2803,1,39.37543525,22850,10,PETE,URIBE
15253,MSP,PHX,5/20/2016,475,2803,2803,1,39.37543525,22850,10,PETE,URIBE
15254,HOU,DAL,5/26/2016,278,2803,2803,1,39.37543525,22850,10,PETE,URIBE
15255,OMA,MDW,5/5/2016,641,2803,2803,1,39.37543525,22850,10,PETE,URIBE
15256,LAS,SMF,5/15/2016,258,2803,2803,1,39.37543525,22850,10,PETE,URIBE
15257,SDF,MCO,5/19/2016,40,2803,2803,1,39.37543525,22850,10,PETE,URIBE
15258,TPA,BWI,5/3/2016,569,2803,2803,1,39.37543525,22850,10,PETE,URIBE
15259,LGA,ATL,5/2/2016,389,2803,2803,1,39.37543525,22850,10,PETE,URIBE
15260,LAS,MDW,5/31/2016,534,2804,2804,1,43.49440953,15088,9,RANDOLPH,RIZZO
15261,LAX,SFO,5/12/2016,33,2804,2804,1,43.49440953,15088,9,RANDOLPH,RIZZO
15262,RDU,MDW,5/14/2016,216,2804,2804,1,43.49440953,15088,9,RANDOLPH,RIZZO
15263,MDW,CLT,5/29/2016,134,2804,2804,1,43.49440953,15088,9,RANDOLPH,RIZZO
15264,SLC,PHX,5/3/2016,75,2804,2804,1,43.49440953,15088,9,RANDOLPH,RIZZO
15265,AUS,PHX,5/16/2016,382,2804,2804,1,43.49440953,15088,9,RANDOLPH,RIZZO
15266,ATL,IAD,5/24/2016,219,2804,2804,1,43.49440953,15088,9,RANDOLPH,RIZZO
15267,OAK,PDX,5/30/2016,174,2804,2804,1,43.49440953,15088,9,RANDOLPH,RIZZO
15268,OKC,BWI,5/22/2016,25,2804,2804,1,43.49440953,15088,9,RANDOLPH,RIZZO
15269,ELP,AUS,5/25/2016,16,2806,2806,0,38.15686972,55191,5,DANAE,MCLENDON
15270,STL,PIT,5/16/2016,103,2806,2806,0,38.15686972,55191,5,DANAE,MCLENDON
15271,FLL,BWI,5/28/2016,536,2806,2806,0,38.15686972,55191,5,DANAE,MCLENDON
15272,MCI,DAL,5/10/2016,198,2806,2806,0,38.15686972,55191,5,DANAE,MCLENDON
15273,OAK,BOI,5/6/2016,524,2806,2806,0,38.15686972,55191,5,DANAE,MCLENDON
15274,BNA,FLL,5/11/2016,23,2808,2808,1,47.20188009,2053,1,FELIPE,BETHEA
15275,MCI,HOU,5/6/2016,331,2809,2809,0,44.12354522,81523,7,ALIX,WINSTEAD
15276,HOU,CRP,5/25/2016,390,2809,2809,0,44.12354522,81523,7,ALIX,WINSTEAD
15277,LGA,MCI,5/22/2016,187,2809,2809,0,44.12354522,81523,7,ALIX,WINSTEAD
15278,STL,LAS,5/6/2016,414,2809,2809,0,44.12354522,81523,7,ALIX,WINSTEAD
15279,ELP,AUS,5/5/2016,378,2809,2809,0,44.12354522,81523,7,ALIX,WINSTEAD
15280,MSP,BWI,5/3/2016,429,2809,2809,0,44.12354522,81523,7,ALIX,WINSTEAD
15281,MKE,STL,5/25/2016,186,2809,2809,0,44.12354522,81523,7,ALIX,WINSTEAD
15282,BWI,MCO,5/13/2016,598,2810,2810,0,39.57852807,1111,5,VERENA,MAPLES
15283,DEN,OMA,5/20/2016,508,2810,2810,0,39.57852807,1111,5,VERENA,MAPLES
15284,BWI,BUF,5/17/2016,127,2810,2810,0,39.57852807,1111,5,VERENA,MAPLES
15285,HRL,HOU,5/19/2016,99,2810,2810,0,39.57852807,1111,5,VERENA,MAPLES
15286,HOU,JAX,5/25/2016,300,2810,2810,0,39.57852807,1111,5,VERENA,MAPLES
15287,SAT,HOU,5/15/2016,130,2811,2811,0,41.42036185,81523,6,VERDIE,HARRY
15288,OAK,LAS,5/21/2016,344,2811,2811,0,41.42036185,81523,6,VERDIE,HARRY
15289,HOU,CRP,5/1/2016,225,2811,2811,0,41.42036185,81523,6,VERDIE,HARRY
15290,LGA,ATL,5/5/2016,390,2811,2811,0,41.42036185,81523,6,VERDIE,HARRY
15291,ABQ,PHX,5/15/2016,280,2811,2811,0,41.42036185,81523,6,VERDIE,HARRY
15292,TUL,STL,5/9/2016,530,2811,2811,0,41.42036185,81523,6,VERDIE,HARRY
15293,PHX,BNA,5/24/2016,582,2813,2813,1,48.32768239999999,50629,4,ROBIN,GIORDANO
15294,IAD,ATL,5/24/2016,219,2813,2813,1,48.32768239999999,50629,4,ROBIN,GIORDANO
15295,BNA,MDW,5/20/2016,416,2813,2813,1,48.32768239999999,50629,4,ROBIN,GIORDANO
15296,FLL,STL,5/2/2016,325,2813,2813,1,48.32768239999999,50629,4,ROBIN,GIORDANO
15297,BWI,MCO,5/20/2016,540,2814,2814,0,46.99661914,97469,7,SHAWANA,ALDERMAN
15298,RDU,DEN,5/29/2016,469,2814,2814,0,46.99661914,97469,7,SHAWANA,ALDERMAN
15299,BOS,MDW,5/27/2016,335,2814,2814,0,46.99661914,97469,7,SHAWANA,ALDERMAN
15300,MDW,SMF,5/10/2016,612,2814,2814,0,46.99661914,97469,7,SHAWANA,ALDERMAN
15301,SFO,MDW,5/10/2016,112,2814,2814,0,46.99661914,97469,7,SHAWANA,ALDERMAN
15302,MCI,DEN,5/3/2016,485,2814,2814,0,46.99661914,97469,7,SHAWANA,ALDERMAN
15303,LIT,STL,5/27/2016,184,2814,2814,0,46.99661914,97469,7,SHAWANA,ALDERMAN
15304,BWI,GRR,5/20/2016,105,2815,2815,1,43.9759286,33069,10,DELBERT,VALDES
15305,BUF,MCO,5/18/2016,411,2815,2815,1,43.9759286,33069,10,DELBERT,VALDES
15306,DEN,LAS,5/15/2016,451,2815,2815,1,43.9759286,33069,10,DELBERT,VALDES
15307,DTW,PHX,5/2/2016,369,2815,2815,1,43.9759286,33069,10,DELBERT,VALDES
15308,LAS,MCO,5/2/2016,607,2815,2815,1,43.9759286,33069,10,DELBERT,VALDES
15309,LAS,ONT,5/15/2016,541,2815,2815,1,43.9759286,33069,10,DELBERT,VALDES
15310,SFO,PHX,5/29/2016,195,2815,2815,1,43.9759286,33069,10,DELBERT,VALDES
15311,MDW,STL,5/7/2016,350,2815,2815,1,43.9759286,33069,10,DELBERT,VALDES
15312,TPA,BWI,5/24/2016,306,2815,2815,1,43.9759286,33069,10,DELBERT,VALDES
15313,SFO,LAS,5/12/2016,501,2815,2815,1,43.9759286,33069,10,DELBERT,VALDES
15314,BWI,CMH,5/30/2016,329,2816,2816,0,48.02407632,67035,9,ROZELLA,POLANCO
15315,RDU,BNA,5/4/2016,96,2816,2816,0,48.02407632,67035,9,ROZELLA,POLANCO
15316,SFO,LAS,5/11/2016,600,2816,2816,0,48.02407632,67035,9,ROZELLA,POLANCO
