CustomerNumber,Gender,Age,ZipCode,TotalFlights,first_name,last_name
2521,1,41,5678,6,BOBBY,SCHWAB
2522,1,40,28328,8,VICTOR,SCHULER
2523,1,39,32909,9,MARTIN,MORRISSEY
2524,0,43,29925,13,ARLETTA,MAHAN
2525,0,50,48277,10,ANDRE,COY
2526,0,42,43332,5,WILLIA,BUNN
2527,1,39,77284,15,JESSE,ANDREW
2528,0,41,39573,5,TABETHA,THRASHER
2529,1,42,58356,0,ALAN,SPEAR
2530,1,46,51056,7,SHAWN,WAGGONER
2531,0,47,28328,0,REFUGIO,SHELLEY
2532,1,52,50629,17,SEAN,ROBERT
2533,0,41,91946,0,PAULETTA,QUALLS
2534,1,46,28574,9,CHRIS,PURDY
2535,0,43,78056,14,NATOSHA,MCWHORTER
2536,1,39,90290,0,EARL,MAULDIN
2537,0,44,63163,10,MAMMIE,MARK
2538,1,33,46303,3,ANTONIO,JORDON
2539,0,42,60148,8,KAZUKO,GILMAN
2540,0,43,74878,0,KASSIE,PERRYMAN
2541,1,42,61299,11,TONY,NEWSOM
2542,1,40,63951,16,LUIS,MENARD
2543,0,46,54313,4,DAPHINE,MARTINO
2544,1,41,43420,2,STANLEY,GRAF
2545,0,39,30816,5,CLOTILDE,BILLINGSLEY
2546,0,43,11791,16,CAROLYNE,ARTIS
2547,0,42,83654,0,BERNETTA,SIMPKINS
2548,1,48,23405,14,MANUEL,SALISBURY
2549,0,46,71859,0,AUDREA,QUINTANILLA
2550,0,49,43420,0,ANNIS,GILLILAND
2551,1,39,68718,17,NORMAN,FRALEY
2552,1,41,27942,15,ALLEN,FOUST
2553,0,43,84328,20,TENNILLE,CROUSE
2554,1,45,85937,8,VINCENT,SCARBOROUGH
2555,1,51,48268,8,GLENN,NGO
2556,0,32,97102,4,SEAN,GRISSOM
2557,1,39,40175,0,TRAVIS,FULTZ
2558,0,47,1472,2,REGENIA,RICO
2559,0,45,49793,9,QIANA,MARLOW
2560,0,35,79227,4,MARKITA,MARKHAM
2561,0,37,39284,5,MACY,MADRIGAL
2562,0,38,63163,0,LEEANNE,LAWTON
2563,0,41,85062,0,LAURINE,BARFIELD
2564,0,41,25607,14,KYM,WHITING
2565,0,46,62983,19,JESSENIA,VARNEY
2566,1,51,70654,0,BRADLEY,SCHWARZ
2567,0,45,79227,4,GEORGINE,HUEY
2568,1,44,33767,0,HERBERT,GOOCH
2569,0,41,55552,12,EMIKO,ARCE
2570,1,40,32541,19,RAY,WHEAT
2571,0,43,27979,7,DEANDRA,TRUONG
2572,0,42,37876,1,DAGMAR,POULIN
2573,0,49,17349,10,CORIE,MACKENZIE
2574,1,51,24415,19,EDDIE,LEONE
2575,0,38,23415,2,CHERISH,HURTADO
2576,1,34,24137,12,TROY,SELBY
2577,0,39,87015,7,PORSHA,GAITHER
2578,1,34,47654,2,BARRY,FORTNER
2579,1,48,56393,3,ALEXANDER,CULPEPPER
2580,0,47,56425,6,MERNA,COUGHLIN
2581,1,47,29925,3,MARIO,BRINSON
2582,0,47,46017,0,MARGARETTA,BOUDREAU
2583,0,47,72821,4,LORE,BARKLEY
2584,0,50,91390,0,KENNETH,BALES
2585,0,44,13042,0,JENINE,STEPP
2586,0,45,50427,1,HERMINA,HOLM
2587,0,42,59739,11,FREDERICKA,TAN
2588,0,47,35618,0,ELKE,SCHILLING
2589,0,32,65261,20,DRUSILLA,MORRELL
2590,1,47,48079,0,JAY,KAHN
2591,1,47,2215,0,JIM,HEATON
2592,0,52,69157,0,DESIRE,GAMEZ
2593,1,37,33107,11,CALVIN,DOUGLASS
2594,1,44,12866,0,ALEX,CAUSEY
2595,1,43,7874,8,JON,BROTHERS
2596,0,36,70654,1,ALLEGRA,TURPIN
2597,1,49,2748,18,BILL,SHANKS
2598,1,46,4649,6,LLOYD,SCHRADER
2599,1,47,1059,3,TOMMY,MEEK
2600,0,35,24012,10,STEPHEN,ISOM
2601,0,38,2061,0,SOOK,HARDISON
2602,1,41,51554,4,WARREN,CARRANZA
2603,0,41,70176,0,ROSANN,YANEZ
2604,0,33,19366,0,REATHA,WAY
2605,1,40,39661,18,FLOYD,SCROGGINS
2606,0,43,5453,7,MARQUETTA,SCHOFIELD
2607,0,42,2748,9,MARGART,RUNYON
2608,0,45,39183,6,LING,RATCLIFF
2609,1,42,35960,7,WESLEY,MURRELL
2610,1,37,53826,7,GORDON,MOELLER
2611,0,43,60144,1,KIANA,IRBY
2612,1,45,95852,0,GREG,CURRIER
2613,1,42,47383,3,JORGE,BUTTERFIELD
2614,0,44,55552,1,KARMEN,YEE
2615,0,58,46058,0,JOELLA,RALSTON
2616,1,51,58008,8,DERRICK,PULLEN
2617,0,42,17349,0,EMELDA,PINSON
2618,1,39,51554,0,LEWIS,ESTEP
2619,1,44,62426,0,ZACHARY,EAST
2620,1,43,91390,0,COREY,CARBONE
2621,0,42,88419,6,CHERYLL,LANCE
2622,0,47,94602,0,CHANTELL,HAWKS
2623,0,44,84190,10,CATHEY,ELLINGTON
2624,1,46,81020,0,ROBERTO,CASILLAS
2625,1,44,25625,5,CLYDE,SPURLOCK
2626,1,57,90051,5,GLEN,SIKES
2627,1,36,16745,2,HECTOR,MOTLEY
2628,0,51,56342,6,ALYSE,MCCARTNEY
2629,0,32,18465,0,ZOFIA,KRUGER
2630,1,48,20755,0,SAM,ISBELL
2631,1,38,48079,9,RICK,HOULE
2632,0,44,85062,19,SON,FRANCISCO
2633,0,52,28328,3,SHERLY,BURK
2634,1,45,21401,0,RAMON,BONE
2635,1,48,23161,14,CHARLIE,TOMLIN
2636,1,49,81523,0,TYLER,SHELBY
2637,1,43,30643,16,GILBERT,QUIGLEY
2638,1,40,22402,6,GENE,NEUMANN
2639,0,44,56080,15,MYUNG,LOVELACE
2640,1,46,48079,7,REGINALD,FENNELL
2641,1,45,77407,0,RUBEN,COLBY
2642,1,51,37367,1,BRETT,CHEATHAM
2643,1,40,72959,1,ANGEL,BUSTAMANTE
2644,1,48,2777,11,NATHANIEL,SKIDMORE
2645,0,37,35058,3,LANE,HIDALGO
2646,1,54,42223,6,LESLIE,FORMAN
2647,1,45,93450,2,EDGAR,CULP
2648,0,38,82006,14,JOEL,BOWENS
2649,0,42,72183,9,JEANENE,BETANCOURT
2650,1,40,71151,9,BEN,AQUINO
2651,0,31,75372,2,ISAURA,ROBB
2652,0,38,50586,3,GWENDA,REA
2653,1,48,39573,0,DUANE,MILNER
2654,1,38,11740,0,FRANKLIN,MARTEL
2655,0,47,28328,12,CLEOPATRA,GRESHAM
2656,1,47,20121,9,ELMER,WILES
2657,1,48,71410,4,BRAD,RICKETTS
2658,0,45,11791,14,ANTONIETTA,GAVIN
2659,1,39,59739,13,RON,DOWD
2660,0,38,40290,0,ALEX,COLLAZO
2661,1,44,78150,0,ROLAND,BOSTIC
2662,0,50,56382,0,VAL,BLAKELY
2663,0,48,59739,13,TYLER,SHERROD
2664,0,39,52362,4,TOMOKO,POWER
2665,1,37,50427,12,ADRIAN,KENYON
2666,0,43,83851,13,TALISHA,GANDY
2667,1,45,24090,9,CORY,EBERT
2668,1,47,27823,7,CLAUDE,DELOACH
2669,1,43,28407,17,ERIK,CARY
2670,1,43,28391,2,DARRYL,BULL
2671,0,37,71151,9,SCARLET,ALLARD
2672,1,52,73747,0,NEIL,SAUER
2673,0,43,14131,3,SANTINA,ROBINS
2674,1,49,44859,13,CHRISTIAN,OLIVARES
2675,0,43,50629,6,RAEANN,GILLETTE
2676,1,46,58260,11,FERNANDO,CHESTNUT
2677,1,44,28574,2,CLINTON,BOURQUE
2678,1,47,35032,1,TED,PAINE
2679,1,41,97102,5,MATHEW,LYMAN
2680,1,44,28391,10,TYRONE,HITE
2681,1,42,39183,3,DARREN,HAUSER
2682,1,42,27873,8,LONNIE,DEVORE
2683,1,49,41562,3,LANCE,CRAWLEY
2684,0,46,49920,2,IVANA,CHAPA
2685,1,38,72821,17,JULIO,VU
2686,1,43,33918,6,KELLY,TOBIAS
2687,1,42,29925,0,KURT,TALBERT
2688,0,44,35032,0,HONEY,POINDEXTER
2689,0,38,27703,1,HEE,MILLARD
2690,0,48,98527,10,GUDRUN,MEADOR
2691,0,44,70548,21,FRANK,MCDUFFIE
2692,1,38,39661,4,HUGH,MATTOX
2693,1,41,54214,16,MAX,KRAUS
2694,1,55,91390,0,DWAYNE,HARKINS
2695,0,53,56080,5,CARMELINA,CHOATE
2696,1,45,68735,5,ARMANDO,BESS
2697,1,49,8105,6,FELIX,WREN
2698,0,50,35058,3,ANNAMAE,SLEDGE
2699,1,37,43420,6,EVERETT,SANBORN
2700,0,47,2763,0,ALEIDA,OUTLAW
2701,1,42,10545,2,IAN,KINDER
2702,1,44,39521,12,WALLACE,GEARY
2703,0,42,99729,0,YANIRA,CORNWELL
2704,0,37,13408,1,VANDA,BARCLAY
2705,1,44,52533,10,JAIME,ADAM
2706,0,35,39475,11,TAM,ABNEY
2707,1,41,70403,6,ALFREDO,SEWARD
2708,1,49,14453,4,ALBERTO,RHOADS
2709,0,47,30816,10,PERRY,HOWLAND
2710,1,41,96027,4,IVAN,FORTIER
2711,0,50,2446,11,NANCIE,EASTER
2712,1,41,93304,0,SIDNEY,BENNER
2713,0,39,1111,0,MINH,VINES
2714,0,54,52533,20,MELYNDA,TUBBS
2715,1,47,17256,0,ISAAC,TROUTMAN
2716,0,47,79743,4,MATTHEW,RAPP
2717,0,48,67035,0,LOVELLA,NOE
2718,0,46,97374,3,LAURE,MCCURDY
2719,1,40,41263,6,DARYL,HARDER
2720,1,40,46303,6,ROSS,DELUCA
2721,0,45,78759,11,JACQUELYNN,WESTMORELAND
2722,0,46,44242,2,HYON,SOUTH
2723,0,48,29932,0,GERTHA,HAVENS
2724,0,43,20121,5,FRANCISCO,GUAJARDO
2725,0,52,30816,13,ELIANA,ELY
2726,1,37,77284,0,KIRK,CLARY
2727,1,53,78150,3,SERGIO,SEAL
2728,0,50,56342,21,CHARISE,MEEHAN
2729,1,45,48175,5,TRACY,HERZOG
2730,0,45,68846,4,CARLEY,GUILLEN
2731,0,42,94709,3,CANDYCE,ASHCRAFT
2732,0,40,40847,1,ARLENA,WAUGH
2733,1,41,85269,10,RENE,RENNER
2734,1,45,18223,12,EDUARDO,MILAM
2735,1,54,46058,6,TERRENCE,JUNG
2736,0,48,73154,3,VANITA,ELROD
2737,0,37,75089,5,TUYET,CHURCHILL
2738,0,39,60144,4,TINY,BUFORD
2739,1,48,20719,0,AUSTIN,BREAUX
2740,1,44,41714,0,STUART,BOLIN
2741,1,39,17220,4,FREDRICK,ASHER
2742,1,39,12474,0,ARTURO,WINDHAM
2743,0,38,47138,0,PENNEY,TIRADO
2744,1,52,44264,6,JACKIE,PEMBERTON
2745,0,43,62334,13,MICHAL,NOLEN
2746,0,43,60597,0,MAURICE,NOLAND
2747,1,42,56382,0,LUTHER,KNOTT
2748,1,41,3849,6,WENDELL,EMMONS
2749,1,36,50586,10,JEREMIAH,CORNISH
2750,1,45,56593,5,EVAN,CHRISTENSON
2751,1,50,1472,6,JULIUS,BROWNLEE
2752,0,42,33646,5,LIVIA,BARBEE
2753,0,45,77261,0,LANELL,WALDROP
2754,1,49,71943,2,OTIS,PITT
2755,1,47,20918,0,SHANNON,OLVERA
2756,0,40,58250,3,DONETTA,LOMBARDI
2757,1,42,37367,5,OLIVER,GRUBER
2758,0,44,68718,11,DENISHA,GAFFNEY
2759,0,52,72740,0,DEANE,EGGLESTON
2760,0,49,63163,8,DAWNE,BANDA
2761,0,43,19366,13,CLARINE,ARCHULETA
2762,1,34,76244,0,KENNY,STILL
2763,0,43,69162,15,BRONWYN,SLONE
2764,1,39,33918,0,ANGELO,PREWITT
2765,1,48,29925,9,SHAUN,PFEIFFER
2766,1,39,75181,0,LYLE,NETTLES
2767,1,40,77407,12,MATT,MENA
2768,1,44,20918,1,LYNN,MCADAMS
2769,1,43,20121,2,ALFONSO,HENNING
2770,0,39,14471,0,SHOSHANA,GARDINER
2771,0,51,30643,0,SHELA,CROMWELL
2772,0,38,24048,0,SHARLEEN,CHISHOLM
2773,1,29,95035,5,ERNESTO,BURLESON
2774,0,35,71149,9,NERISSA,BOX
2775,1,45,24607,17,NEAL,VEST
2776,0,43,63119,0,MERIDITH,OGLESBY
2777,0,36,68824,3,MELLIE,MCCARTER
2778,1,35,28407,0,OMAR,MALCOLM
2779,0,44,4282,2,MAPLE,LUMPKIN
2780,1,50,32541,2,BLAKE,LARUE
2781,1,46,59739,0,GRANT,GREY
2782,1,40,24090,0,HORACE,WOFFORD
2783,0,46,83539,1,LEONILA,VANHORN
2784,1,40,94066,0,KERRY,THORN
2785,1,33,69216,0,ABRAHAM,TEEL
2786,0,45,9172,12,LAVONIA,SWAFFORD
2787,0,45,74878,0,LAVERA,STCLAIR
2788,0,48,95721,0,KRISTEL,STANFIELD
2789,1,47,23415,7,IRA,OCAMPO
2790,0,43,72959,16,KATHE,HERRMANN
2791,1,47,81335,15,CESAR,HANNON
2792,0,40,91114,4,JULIAN,ARSENAULT
2793,0,37,7874,2,JIMMY,ROUSH
2794,1,35,53826,11,RUDOLPH,MCALISTER
2795,1,40,62293,8,DAMON,HIATT
2796,1,46,2061,12,KELVIN,GUNDERSON
2797,0,48,5678,1,HILDEGARDE,FORSYTHE
2798,1,39,5678,7,PRESTON,DUGGAN
2799,0,46,90084,0,FUMIKO,DELVALLE
2800,0,46,84047,8,EVELIN,CINTRON
2801,1,48,89028,0,MARCO,WILKS
2802,1,45,36462,0,WM,WEINSTEIN
2803,1,39,22850,10,PETE,URIBE
2804,1,43,15088,9,RANDOLPH,RIZZO
2805,0,38,73731,0,DIONNA,NOYES
2806,0,38,55191,5,DANAE,MCLENDON
2807,1,51,18098,0,JONATHON,GURLEY
2808,1,47,2053,1,FELIPE,BETHEA
2809,0,44,81523,7,ALIX,WINSTEAD
2810,0,39,1111,5,VERENA,MAPLES
2811,0,41,81523,6,VERDIE,HARRY
2812,1,43,60144,0,DOMINIC,GUYTON
2813,1,48,50629,4,ROBIN,GIORDANO
2814,0,46,97469,7,SHAWANA,ALDERMAN
2815,1,43,33069,10,DELBERT,VALDES
2816,0,48,67035,9,ROZELLA,POLANCO
2817,1,40,95677,0,GUILLERMO,PAPPAS
2818,0,52,22815,1,RANAE,LIVELY
2819,1,46,24607,5,LUCAS,GROGAN
2820,1,32,68824,5,BENNY,GRIFFITHS
2821,0,41,7074,11,LUISE,BOBO
2822,0,42,23161,0,LOUIE,AREVALO
2823,0,52,18223,0,LOIDA,WHITSON
2824,0,43,39475,6,LISBETH,SOWELL
2825,1,43,58356,10,EDMUND,RENDON
2826,0,48,61755,4,JUNITA,MATTHEW
2827,1,49,61727,8,SALVATORE,JULIAN
2828,0,34,11740,0,ISIS,FERNANDES
2829,0,46,73747,0,HYACINTH,FARROW
2830,0,37,36462,8,HEDY,EDMOND
2831,1,43,45322,1,SHERMAN,BENAVIDEZ
2832,1,42,96615,4,WILSON,AYRES
2833,1,48,84103,0,DEVIN,ALICEA
2834,0,58,45408,0,EDWARD,STUMP
2835,0,36,46303,0,DONYA,SMALLEY
2836,1,46,79540,10,ROOSEVELT,SEITZ
2837,1,50,17256,2,ISRAEL,SCHULTE
2838,1,43,11791,6,JERMAINE,GILLEY
2839,0,40,13783,2,CICELY,GALLANT
2840,0,52,16201,0,BRANDA,DEWEY
2841,1,42,1059,6,LELAND,CASPER
2842,0,42,1111,0,BETHANN,CANFIELD
2843,1,44,25425,8,GUADALUPE,WOLFORD
2844,1,41,55360,0,CLARK,OMALLEY
2845,1,47,26448,0,IRVING,MCNUTT
2846,0,38,80432,0,YUKO,MCNULTY
2847,0,40,4332,2,VELLA,MCGOVERN
2848,1,42,12022,2,OWEN,HARDMAN
2849,1,47,30302,11,RUFUS,HARBIN
2850,0,47,43084,0,TESHA,COWART
2851,1,50,31415,15,SAMMY,CHAVARRIA
2852,1,42,46266,7,KRISTOPHER,BRINK
2853,1,45,20755,11,MACK,BECKETT
2854,1,50,79743,9,LEVI,BAGWELL
2855,0,44,62293,13,MAYBELL,ARMSTEAD
2856,1,48,48175,1,GUSTAVO,ANGLIN
2857,1,38,8829,0,JAKE,ABREU
2858,0,48,66404,0,MADLYN,REYNOSO
2859,1,45,58325,0,MARTY,KREBS
2860,0,41,15770,2,LORY,JETT
2861,1,38,99729,10,ELLIS,HOFFMANN
2862,0,43,26448,9,LIBERTY,GREENFIELD
2863,1,46,96027,9,GILBERTO,FORTE
2864,0,45,95661,0,LEIGHANN,BURNEY
2865,1,43,67570,6,NICOLAS,BROOME
2866,1,49,13042,9,LAURENCE,SISSON
2867,0,49,50302,0,LARONDA,PARENT
2868,0,39,84103,10,KATRICE,JUDE
2869,0,43,68865,12,KASIE,YOUNGER
2870,1,42,92307,0,JODY,TRAMMELL
2871,1,44,45408,0,ERVIN,PARTRIDGE
2872,0,43,90290,3,JADWIGA,MARVIN
2873,0,47,78203,6,GLENNIE,MACE
2874,1,38,54934,0,WILFRED,LOMAX
2875,0,45,73755,0,FRANCINA,LEMIEUX
2876,0,58,20755,4,EPIFANIA,GOSSETT
2877,0,34,2215,7,DYAN,FRANTZ
2878,0,43,79540,14,DORIE,FOGLE
2879,0,38,58008,5,DIEDRE,COONEY
2880,0,44,83654,13,DENESE,BROUGHTON
2881,0,48,17885,0,DEMETRICE,PENCE
2882,0,45,29208,7,DELENA,PAULSEN
2883,1,50,68735,14,STEWART,NEIL
2884,0,46,56080,1,CRISTIE,MUNCY
2885,0,50,80602,1,CLEORA,MCARTHUR
2886,1,44,85256,5,ROGELIO,HOLLINS
2887,1,39,24137,3,TERENCE,EDWARD
2888,1,45,12236,8,SANTIAGO,BEAUCHAMP
2889,1,44,4649,0,ALONZO,WITHERS
2890,0,44,40385,3,ALMETA,OSORIO
2891,0,48,91114,0,TRULA,MULLIGAN
2892,1,40,4487,0,ELBERT,HOYLE
2893,1,44,10545,3,RAMIRO,FOY
2894,1,40,94570,4,CONRAD,DOCKERY
2895,0,48,41562,3,SHAVONNE,COCKRELL
2896,1,40,18621,17,NOAH,BEGLEY
2897,1,45,1059,14,GRADY,AMADOR
2898,0,38,47383,7,MATHILDE,ROBY
2899,0,43,46320,4,MARGARETA,RAINS
2900,1,45,20755,9,LAMAR,LINDQUIST
2901,0,49,18098,3,LYNSEY,GENTILE
2902,1,46,67035,7,CLAY,EVERHART
2903,1,47,33646,0,PERCY,BOHANNON
2904,0,43,68735,0,KENA,WYLIE
2905,1,43,69216,13,BRADFORD,THAO
2906,1,41,25843,0,MERLE,SOMMERS
2907,1,45,43332,0,DARIN,PURNELL
2908,0,46,61830,0,GLYNDA,PALMA
2909,0,46,70176,6,GAYLENE,FORTIN
2910,0,46,99151,11,ELVINA,DUNNING
2911,1,50,60148,1,IRVIN,BREEDEN
2912,0,42,58260,1,DANUTA,VAIL
2913,1,52,28407,0,ROMAN,PHELAN
2914,1,45,14471,9,DARNELL,PHAN
2915,1,40,15003,11,RANDAL,MARX
2916,1,45,72930,13,TOMMIE,COSBY
2917,0,43,72513,3,CLARITA,COLBURN
2918,1,43,37367,0,DARRIN,CHONG
2919,1,48,74840,2,WINSTON,BOLING
2920,1,41,8105,4,BRENDAN,BIDDLE
2921,1,39,74840,3,TOBY,LEDESMA
2922,0,44,53176,9,ANGELE,GADDIS
2923,1,40,77072,14,ABEL,DENNEY
2924,1,44,90290,7,DOMINICK,CHOW
2925,1,47,56669,0,BOYD,BUENO
2926,1,37,83851,7,COURTNEY,BERRIOS
2927,1,48,32635,13,JAN,WICKER
2928,0,46,31415,0,SILVANA,TOLLIVER
2929,0,45,33069,1,SEBRINA,THIBODEAUX
2930,0,37,14710,9,SAMIRA,NAGLE
2931,1,38,50595,17,DOMINGO,LAVOIE
2932,0,40,72930,4,RAYLENE,FISK
2933,1,41,11791,16,AUBREY,DO
2934,1,44,77020,2,EMMETT,CRIST
2935,1,50,26104,13,MARLON,BARBOSA
2936,0,46,63163,5,NOMA,REEDY
2937,1,41,96027,0,JERALD,MARCH
2938,1,41,27409,0,EDMOND,LOCKLEAR
2939,0,50,65039,5,MARYALICE,KOLB
2940,1,45,2777,8,DEWAYNE,HIMES
2941,1,48,15770,0,WILL,BEHRENS
2942,1,40,31415,14,OTTO,BECKWITH
2943,1,45,12022,0,TEDDY,BECKHAM
2944,0,40,94570,0,KAM,WEEMS
2945,0,43,39573,0,JOLANDA,WAHL
2946,1,41,56382,0,MORGAN,SHORTER
2947,1,43,22736,20,JESS,SHACKELFORD
2948,0,43,77284,14,JALEESA,REES
2949,0,37,56669,2,JAE,MUSE
2950,1,38,52203,15,EMMANUEL,FREE
2951,0,46,28391,0,IRISH,CERDA
2952,0,44,66404,8,ILUMINADA,VALADEZ
2953,1,40,24137,10,VICENTE,THIBODEAU
2954,0,41,75470,0,HANH,SAAVEDRA
2955,0,46,51056,8,GENNIE,RIDGEWAY
2956,0,50,10286,6,FRANCIE,REITER
2957,0,47,75181,13,FLORETTA,MCHENRY
2958,0,43,77362,0,EXIE,MAJORS
2959,0,44,46303,3,EDDA,LACHANCE
2960,1,39,41561,2,BILLIE,KEATON
2961,1,46,46361,0,LOGAN,ISRAEL
2962,1,46,52533,17,HEATH,FERRARA
2963,0,43,70176,4,BARBAR,FALCON
2964,0,41,58260,19,ASSUNTA,CLEMENS
2965,1,44,36804,0,DEMETRIUS,BLOCKER
2966,0,46,33615,5,ANNALISA,APPLEGATE
2967,1,46,72930,0,ELDON,PAZ
2968,0,50,62983,7,YUKIKO,NEEDHAM
2969,1,42,85940,3,PIERRE,MOJICA
2970,1,44,18239,9,JUNIOR,KUYKENDALL
2971,1,48,47383,10,FREDDY,HAMEL
2972,1,43,41562,5,ELI,ESCAMILLA
2973,1,47,48465,1,BRYCE,DOUGHTY
2974,1,46,84047,2,ANTOINE,BURCHETT
2975,0,46,77447,4,TEMEKA,AINSWORTH
2976,0,40,85392,11,TAMEIKA,WILBUR
2977,0,51,2446,13,SHIRLEEN,VIDAL
2978,1,37,9172,8,STERLING,UPCHURCH
2979,0,43,12236,0,PIEDAD,THIGPEN
2980,1,48,15229,0,CHASE,STRAUSS
2981,0,38,70403,7,MIRTHA,SPRUILL
2982,1,49,46361,12,ELTON,SOWERS
2983,1,39,46797,7,CLEVELAND,RIGGINS
2984,0,36,92307,7,JULIANE,RICKER
2985,1,50,62515,9,CHUCK,MCCOMBS
2986,1,41,77072,4,DAMIAN,HARLOW
2987,1,39,15357,10,REUBEN,GARNETT
2988,0,50,72740,0,JACQUILINE,BUFFINGTON
2989,1,37,91944,0,AUGUST,YI
2990,0,41,54214,0,FE,SOTELO
2991,1,44,24090,0,JASPER,OLIVAS
2992,1,40,62665,10,RUSSEL,NEGRETE
2993,1,41,94066,8,ERWIN,MOREY
2994,1,51,62326,0,BENITO,MACON
2995,1,53,32541,0,HANS,LOGSDON
2996,1,50,85193,1,MONTE,LAPOINTE
2997,0,40,60513,0,CHAU,FLORENCE
2998,0,43,74540,8,BRINDA,CATHEY
2999,1,44,1020,11,CURT,BIGELOW
3000,1,44,78150,1,QUENTIN,BELLO
3001,1,44,22736,15,AGUSTIN,WESTFALL
3002,1,44,72183,0,MURRAY,STUBBLEFIELD
3003,0,45,2053,28,ANNETT,PEAK
3004,0,48,48079,9,ALISHIA,LINDLEY
3005,0,49,8550,7,VEOLA,JEFFREY
3006,1,53,68824,4,HARRISON,HEIN
3007,0,36,89028,9,TOSHIKO,HAWES
3008,0,46,93584,0,THEOLA,FARRINGTON
3009,1,36,60144,8,BRADY,EDGE
3010,0,39,9172,20,TALITHA,BREEN
3011,0,51,59115,13,SHERY,BIRCH
3012,0,43,68718,0,RUDY,WILDE
3013,1,41,11791,1,JARROD,STEED
3014,0,43,78203,0,REIKO,SEPULVEDA
3015,1,46,12236,5,DENIS,REINHARDT
3016,1,47,17579,7,DAMIEN,PROFFITT
3017,0,38,96841,6,OBDULIA,MINTER
3018,0,45,17358,5,MIKA,MESSINA
3019,0,39,84190,0,MELAINE,MCNABB
3020,0,41,12866,2,MEGGAN,MAIER
3021,0,40,63119,0,MARTIN,KEELER
3022,0,51,17885,10,MARLEN,GAMBOA
3023,1,42,55360,7,GREGORIO,DONOHUE
3024,1,37,61516,0,BUDDY,DEXTER
3025,1,45,85269,7,XAVIER,BASHAM
3026,0,47,47986,11,MAGDALEN,SHINN
3027,0,50,48602,16,LIBRADA,ORLANDO
3028,0,42,82006,0,LEZLIE,CROOKS
3029,1,42,77407,0,ANTON,COTA
3030,1,48,16745,4,SOLOMON,BORDERS
3031,0,38,56342,0,LASANDRA,BILLS
3032,1,48,70176,5,NORBERT,BACHMAN
3033,1,45,24137,2,ELVIN,TISDALE
3034,1,46,54214,8,WILLIAMS,TAVARES
3035,0,46,27979,9,INOCENCIA,SCHMID
3036,1,39,99353,0,CAREY,PICKARD
3037,0,44,60597,6,FRANCOISE,JASPER
3038,1,38,73731,6,QUINTON,GULLEY
3039,1,49,12526,11,HAL,FONSECA
3040,1,41,70548,0,BRAIN,DELOSSANTOS
3041,0,49,78585,14,DEVORA,CONDON
3042,0,45,32190,0,CRISELDA,CLANCY
3043,0,39,5453,14,ARMANDA,BATISTA
3044,0,39,53021,0,ARIE,WICKS
3045,0,39,74540,12,ARIANE,WADSWORTH
3046,0,41,61725,0,ANGELO,NEW
3047,1,46,48268,0,MARLIN,MARTELL
3048,0,34,60932,6,ALLEN,LO
3049,1,39,41561,0,THADDEUS,LITTLETON
3050,0,42,16745,9,ADRIENE,ISON
3051,0,51,69157,0,ADALINE,HAAG
3052,0,42,78203,0,XOCHITL,FOLSOM
3053,0,43,41812,14,TWANNA,BRUMFIELD
3054,0,36,28407,17,TRAN,BROYLES
3055,1,43,16865,0,BRYON,BRITO
3056,0,38,11026,15,TAMISHA,MIRELES
3057,1,47,7074,0,ALVARO,MCDONNELL
3058,0,54,15003,8,SUSY,LECLAIR
3059,0,46,29851,0,SIU,HAMBLIN
3060,1,38,60513,14,JOESPH,GOUGH
3061,1,47,44851,13,THURMAN,FANNING
3062,0,39,61725,1,RHONA,BINDER
3063,1,42,77284,1,SAMMIE,WINFIELD
3064,0,44,45322,9,OTHA,WHITWORTH
3065,1,49,44614,0,MICHEL,SORIANO
3066,1,44,47986,0,MONTY,PALUMBO
3067,1,46,17833,4,RORY,NEWKIRK
3068,1,44,72821,17,FABIAN,MANGUM
3069,0,46,65039,6,MARINDA,HUTCHERSON
3070,1,43,20121,6,MASON,COMSTOCK
3071,1,49,23161,0,GRAHAM,CECIL
3072,1,37,92307,19,KRIS,CARLIN
3073,1,40,64490,6,ISAIAH,BEALL
3074,1,38,77237,1,VAUGHN,BAIR
3075,1,40,91114,16,GUS,WENDT
3076,1,39,79227,0,AVERY,WATTERS
3077,0,46,67485,5,JOANNIE,WALLING
3078,0,40,65332,1,JERRICA,PUTMAN
3079,0,43,13113,0,JENE,OTOOLE
3080,1,41,38627,3,ADOLPH,OLIVA
3081,0,40,90290,8,JANEE,MORLEY
3082,1,44,78203,0,MILLARD,MARES
3083,1,37,20755,16,ROCCO,LEMUS
3084,0,38,58008,0,ELENORE,KEENER
3085,1,36,27942,7,DERICK,JEFFERY
3086,1,40,37412,9,RODRIGO,HUNDLEY
3087,0,43,2446,0,DANIELL,DIAL
3088,1,49,63119,9,STACEY,DAMICO
3089,0,39,8550,23,CHINA,BILLUPS
3090,1,51,90813,0,WILEY,STROTHER
3091,1,43,16220,7,RIGOBERTO,MCFARLANE
3092,0,46,97374,6,AMBERLY,LAMM
3093,1,44,77072,1,TY,EAVES
3094,0,46,17833,16,YURI,CRUTCHER
3095,1,52,48602,8,RICKIE,CARABALLO
3096,0,50,15062,15,WEN,CANTY
3097,0,39,56342,6,WANETA,ATWELL
3098,1,41,50302,10,BOBBIE,TAFT
